account_age,age,avg_hours,days_visited,friends_count,has_membership,is_US,songs_purchased,income,price,demand
1,57,6.200513190734512,2,9,1,1,8.156325286732853,0.8388456680064341,0.9,7.800256595367255
2,22,6.009355758407111,6,7,1,0,1.1512158506896077,0.9021066165425125,0.8,14.404677879203554
2,19,5.784207104233689,7,12,0,1,4.75809649061734,0.7364162932687786,1.0,10.892103552116843
1,32,6.734085410845925,1,14,1,1,1.9641240623476905,0.2919496994283159,0.9,8.06704270542296
4,36,6.582366309298407,1,16,0,1,1.9539810905366273,0.917287410265902,0.9,7.991183154649203
2,36,8.505676791970487,0,9,0,0,2.726045686617228,2.889203868807993,0.9,21.552838395985244
4,33,3.751241820396041,3,10,0,1,8.289703487410009,2.299453599766159,1.0,18.87562091019802
5,55,2.5388183097287946,6,10,0,0,2.1199325502984006,1.1100541508936772,1.0,23.269409154864398
5,48,1.8428374251253796,5,9,0,1,6.59066737194108,1.2446277962413623,0.9,23.22141871256269
2,18,3.243091933009502,3,11,0,1,6.367892653505059,0.45439629973988466,0.9,6.32154596650475
5,45,5.30487034598574,5,11,1,1,3.1093538166604504,0.7620533575332606,0.8,14.052435172992869
5,37,4.521726617676768,6,11,1,0,1.2653865774360362,1.5035768235611178,0.8,24.860863308838383
4,45,3.7382806619820537,2,13,1,1,6.012596725125701,1.7914774544244914,0.9,19.169140330991027
5,56,7.013684184204875,5,8,0,1,8.948263326175836,1.6704199351722022,1.0,25.50684209210244
4,49,1.2669495260851709,6,8,1,1,2.9388101604795374,1.4317422875866246,1.0,22.633474763042585
1,60,0.26123955595461634,0,8,1,1,2.5532575422382133,1.2528755636854663,0.9,17.43061977797731
5,24,5.99185151119345,3,9,1,1,6.3703920360181385,0.7274891412820196,1.0,5.995925755596726
5,43,7.713136969713364,1,8,0,1,6.791502000993611,0.4977205710025709,0.9,8.55656848485668
5,53,6.2376494357092405,1,10,1,1,9.513237118956514,0.3565660686193,0.9,7.818824717854621
5,31,4.762785662676301,7,8,0,1,7.386172535423694,1.249694344718255,0.8,24.981392831338148
1,33,5.673816255430811,3,4,0,1,9.999186116090744,1.0537714691233673,1.0,19.836908127715404
1,18,6.404417697953149,4,11,1,1,0.5643845216024719,1.3876841316673396,1.0,20.202208848976575
2,44,5.255526145229554,0,8,1,1,5.583883537084252,0.8573492018364195,0.9,7.3277630726147756
1,54,3.4608336092877563,5,12,1,1,8.451223300774979,0.8255334100124411,1.0,9.730416804643877
1,29,6.797815602287117,4,13,0,1,5.1295292355394135,1.3987902002274377,1.0,20.398907801143558
5,29,1.6098105435171197,5,11,0,1,3.006316209560717,1.5177384615317682,1.0,22.80490527175856
3,53,5.6451373542146035,6,13,1,0,7.898904215563679,2.1069195646237753,0.9,25.122568677107303
3,20,5.5700814226265285,5,9,1,0,4.526633126693239,0.3726138854021513,0.8,14.185040711313263
1,30,4.19172292889448,2,9,0,1,5.174805776626176,1.2295776237873626,0.9,19.39586146444724
2,34,6.6618030177195635,2,11,1,1,9.10307196482717,0.5019248904216478,0.9,8.030901508859781
1,26,5.851447413517833,6,9,1,1,3.6565432905475967,0.8012464607983244,0.8,14.325723706758914
3,29,3.2326421303785633,6,9,1,1,5.246363503376537,0.943930657315032,0.8,13.016321065189281
5,57,1.0463290010133801,0,8,1,0,7.580648789991674,0.5101926420551564,0.8,6.92316450050669
5,47,4.015659447421643,7,11,1,0,0.7404927961283834,0.5875945045325466,0.8,13.407829723710819
2,42,5.3610997673405345,0,10,0,0,5.916951834322117,0.8192755269176661,0.8,9.080549883670265
3,42,4.589232833175982,7,12,0,0,5.741568301377035,0.7397539357241026,0.8,13.69461641658799
4,41,6.347633804448885,6,6,0,1,9.062587782333367,0.6485353606939911,0.8,14.57381690222444
2,23,7.02094409174988,7,12,0,1,3.3767606227366755,0.611419752627877,0.8,14.91047204587494
5,41,6.720496190182304,2,10,0,1,2.3318817444407975,0.27770504962772347,0.9,8.06024809509115
4,23,3.4794702199165988,4,7,1,0,5.115606181035699,1.1935002971017914,0.8,19.339735109958298
2,21,4.093968687192604,7,11,1,0,0.0,0.6379696618982942,1.0,10.046984343596304
2,30,7.472737272479895,3,9,1,1,7.586404045264943,0.625190515288665,1.0,6.736368636239948
1,52,7.509059624555954,1,10,0,1,3.23705148522745,0.4416077433940838,0.8,10.154529812277975
2,60,6.275436221373226,1,8,0,1,2.2859209734194654,1.9125855223058958,1.0,20.137718110686613
4,47,7.2135051395337495,7,11,0,1,1.6599924997779558,0.36020292428858564,0.9,13.306752569766875
2,53,6.076624507693612,7,8,0,1,3.173214349754188,1.9199296144687044,0.9,25.338312253846805
1,21,8.741878787607206,7,10,0,1,4.8516421173179625,0.6194344295958047,0.8,15.770939393803602
2,40,10.61709959070173,1,9,0,1,8.245583327162839,0.853995342678843,1.0,8.308549795350864
3,34,4.27125570869931,5,12,0,1,6.530659614031274,0.8691383631917263,0.8,13.535627854349652
3,34,6.639476141292301,4,8,1,1,4.882110917485582,1.408106531733044,1.0,20.31973807064615
3,32,0.1928632620804489,1,10,0,1,6.0591809210857,0.8444007390767676,1.0,3.0964316310402253
2,52,4.848243834015981,3,11,0,1,0.4098695740610374,0.6905827382384973,0.8,8.82412191700799
4,42,6.232414891023667,4,13,0,1,3.7948915328779127,0.9913399666679773,0.8,9.516207445511832
3,32,1.2658753072504507,5,10,1,1,6.669812453076376,0.8580231415521911,0.9,10.332937653625226
4,44,8.435868737883624,3,9,1,0,3.9496455233662475,0.5548735401785857,0.9,8.917934368941811
2,47,4.626380578067534,0,10,1,0,1.7414452760921115,0.6583190195683665,1.0,5.313190289033766
2,49,6.98500053678042,5,9,1,1,4.782493064344702,0.3997291119804801,0.8,14.892500268390208
4,26,0.07790513553362999,7,11,0,1,2.3117168904313345,1.6295793889958987,1.0,22.038952567766813
4,54,2.8377180210360677,1,16,1,1,3.978091434214627,2.4732997854077317,1.0,18.418859010518034
3,36,7.393861572528808,6,10,1,1,5.141848063074418,2.10056079325386,1.0,25.696930786264403
5,19,5.033680587301056,0,12,0,1,6.909785721592675,0.28157607191682604,0.9,7.216840293650527
1,19,6.249166823687663,5,12,1,1,11.912615501569908,0.7014085206155909,0.9,12.824583411843829
4,55,5.97021828286443,3,11,0,1,7.775282267145413,0.9925166464066979,0.8,9.385109141432213
3,42,5.243085616015941,2,10,1,1,4.613072004781651,0.9692964071612227,0.8,9.021542808007968
4,56,9.739636794721193,1,10,0,0,0.9802764167552311,0.5604259924575723,1.0,7.869818397360596
3,46,6.323632675246256,0,10,1,0,12.274224058167501,0.6077870997833225,0.8,9.561816337623128
3,38,6.439374116428048,5,12,0,0,1.3528997487250036,0.8129424713686073,0.8,14.619687058214023
4,30,2.566142883515232,7,10,0,1,1.6277547472315685,0.6183762928424192,0.9,10.983071441757616
2,44,7.7979907857471975,7,11,1,0,1.3895815463085524,0.9384566681754724,0.8,15.298995392873596
4,34,7.597574183804194,4,11,1,1,0.1477042797536825,1.1274081861218046,1.0,20.798787091902096
2,24,0.0,4,11,0,1,9.087805640270467,2.275772863435877,1.0,17.0
4,36,5.857852552002068,0,11,0,1,0.0,1.0630716457512759,0.9,20.228926276001037
4,19,5.30360086764414,5,9,1,1,2.392928564859097,0.5931792430340148,0.8,14.05180043382207
4,36,3.6370313183983125,6,10,1,0,6.646573479318756,0.4706335487334314,0.8,13.218515659199156
4,27,8.501134854370457,1,10,0,0,7.568238107363883,0.6437482183852079,0.8,10.650567427185226
1,57,3.7991371076109184,2,8,0,1,2.864781714498843,1.633146153180245,1.0,18.89956855380546
1,33,6.100428406069367,0,13,1,1,3.0749496961252607,0.6480008936124997,0.9,7.750214203034684
5,18,2.497371323851833,0,9,0,1,4.639094555197638,0.6117170487616269,0.8,7.648685661925914
5,48,4.519016017369639,2,14,1,1,1.4714607650027718,0.6872125637531914,0.9,6.959508008684818
1,35,3.160391874628046,1,5,1,1,4.666538392961253,3.5838644743197965,0.8,19.180195937314025
1,38,7.143689252766041,4,14,1,1,10.67143105008947,1.4226348226217127,1.0,20.57184462638302
5,44,5.764757118449969,0,13,0,1,8.141626014882485,0.6173869215789073,1.0,5.8823785592249855
2,33,2.1771625696456836,3,11,0,1,0.42126299469818473,2.0916831741373416,1.0,18.08858128482284
3,35,5.303657332495002,4,8,0,1,5.757080392708901,1.9110897604542736,1.0,19.6518286662475
2,55,6.952622384754811,0,12,0,1,8.266142956433955,0.7160467541344201,0.8,9.876311192377404
5,60,3.0497687200116026,2,10,1,0,6.077338101384917,1.3340218690435612,0.8,19.1248843600058
2,33,3.8460783381158805,1,6,0,0,4.66152763790105,1.104017756075565,0.8,19.523039169057938
4,56,4.701360251889054,0,7,0,1,2.704728557147016,0.8514064629569644,1.0,5.350680125944528
5,53,5.7191502522259645,0,9,1,1,7.975144696385242,1.7990211073905213,0.8,20.45957512611298
3,47,5.517068417740521,1,9,0,1,4.785783688045287,1.2123019030246591,1.0,19.75853420887026
3,56,8.189880464929313,5,12,1,0,4.125183012379183,1.832032734749984,1.0,26.09494023246466
5,40,3.6664328543910987,6,11,1,1,4.372094599911898,1.1858099899106533,1.0,23.83321642719555
4,45,7.339523888142315,5,14,0,0,3.9610990106077764,1.1244612663939253,0.8,26.269761944071156
1,57,5.863754085226048,7,9,0,1,0.12930494906394863,0.46813955380267114,0.8,14.331877042613023
4,31,7.922566438679169,1,12,0,1,9.563696994005241,0.8452186975092325,1.0,6.961283219339585
4,60,6.576565611679089,2,7,1,1,6.249224670679921,0.8392824258281932,1.0,6.288282805839543
3,59,4.885320696707853,0,12,1,1,4.102295651567857,1.100147874578229,1.0,19.442660348353925
2,31,4.447014425388503,2,8,0,1,11.500422075299117,1.1470315591609201,0.9,19.523507212694252
2,59,6.829012426670119,3,12,1,0,6.707478929034673,1.0039590273939598,1.0,20.41450621333506
2,37,6.785064277719563,6,10,0,1,1.047699352129067,0.6133955777428908,0.8,14.79253213885978
3,49,7.2122580257183975,7,14,1,1,6.100790781079793,0.6026533095910614,1.0,11.6061290128592
3,60,4.272453783387007,1,14,1,1,5.995222570286835,0.5135659518361818,0.8,8.536226891693502
3,31,2.352554394309075,1,14,0,1,4.1829826846446485,2.0821819795874896,0.9,18.476277197154538
1,35,5.15172370630731,1,7,1,1,9.319829696302047,1.254281264417421,0.9,19.875861853153655
1,34,6.904968704525579,6,10,1,1,7.671131105509313,1.758806210720752,1.0,25.45248435226279
2,32,3.3910946202526446,2,11,0,0,11.52118344390421,0.6407121601647958,0.9,6.395547310126322
4,32,4.881114622419401,4,9,1,1,1.2879402218296958,0.5277770654927186,1.0,5.440557311209702
4,51,8.232125103340415,7,13,1,1,5.325840742573171,1.2064849521903116,1.0,26.116062551670208
4,34,2.8547419194400026,0,11,1,1,9.551444069660228,1.055309602919442,1.0,18.42737095972
2,40,5.524189936760141,3,8,1,1,9.466114955714934,0.29721916760014566,0.9,7.462094968380068
4,58,3.7928525103607824,5,11,1,1,1.6470772420559396,1.3071960916500935,1.0,23.89642625518039
2,32,4.010361637573939,4,7,0,1,4.747183188987209,2.6715918667777756,1.0,19.005180818786968
3,38,4.810692580855474,1,13,1,1,0.0,1.5618578667029026,0.9,19.705346290427737
5,37,6.5782773478994665,4,11,0,0,5.262678626207714,0.9865013203833477,0.8,9.689138673949731
2,48,2.322390780130088,4,10,1,0,4.3924925998473,1.12988698790351,1.0,18.161195390065043
1,23,5.292103684932064,3,7,0,1,5.227375567585692,3.1014909430645052,1.0,19.646051842466033
2,36,8.497197642958977,7,10,0,0,7.996130839484591,2.412764417263348,0.9,26.54859882147949
5,36,8.37220999641358,7,13,0,1,3.8432993618991538,1.2230752343438993,1.0,26.18610499820679
3,26,6.023431787952364,5,6,1,0,8.489867970200697,0.5020563683742393,0.9,12.71171589397618
1,44,5.367953528787404,5,11,0,1,1.123143889005365,0.502292988352995,0.9,12.3839767643937
2,29,0.0,3,11,1,1,2.887734318296153,1.1106961011600147,1.0,17.0
3,27,0.0,6,9,0,1,1.3225764089048906,1.6623052841004036,1.0,22.0
5,52,5.039314952027994,4,12,0,1,4.487230151278745,0.5592238420164354,0.9,7.219657476013996
5,36,3.8210299902242415,1,11,1,1,3.6647122098095046,0.6338761882095589,0.9,6.610514995112119
5,38,0.0,0,10,0,1,8.757267703168544,0.46860844221160514,0.8,6.399999999999999
4,49,6.175623706789811,6,12,1,1,4.66346862911748,0.890698490784848,0.8,14.487811853394906
4,30,6.058933571781973,0,9,0,1,1.2865654850787598,1.9898366255565132,1.0,20.029466785890985
2,31,5.336052973237092,5,8,1,1,6.014365416105435,0.7644688768846237,1.0,10.668026486618547
5,35,4.265240500924809,6,14,1,1,4.8621831732529515,0.8714627311933018,0.9,11.832620250462405
1,57,3.4556963653265003,1,10,1,0,0.011160025995038403,1.5076128972426046,0.9,19.027848182663252
5,23,7.599542058030764,3,11,1,1,5.786768577104683,0.7372524906763699,1.0,6.799771029015382
1,26,6.365554931648576,1,10,0,1,5.910347963863749,1.8875790475385053,1.0,20.182777465824287
1,35,4.556929820290134,3,10,0,1,7.089527346004914,0.5364725323995492,0.8,8.678464910145067
1,25,3.3106830299351913,7,17,0,1,13.633726578458402,1.3957789959557128,1.0,23.655341514967596
2,56,2.705522332235214,7,13,1,1,8.379698253152586,0.7077083770694232,0.8,12.752761166117605
1,27,5.831386787828051,5,7,1,1,3.4647414712775095,1.0050964854405187,0.9,25.215693393914027
5,21,6.573820545889824,7,11,1,1,8.862998247519059,1.0366192354084518,1.0,25.286910272944912
4,21,5.1818693491964165,0,6,1,1,1.438299669290136,1.6499369861915103,1.0,19.59093467459821
3,51,3.2096194927464157,3,12,0,1,6.975028328746619,1.1491276901679375,1.0,18.604809746373206
5,44,2.81970433948752,6,9,1,0,4.793325621783661,0.7398703326586158,0.9,11.10985216974376
1,59,4.62564592104196,2,10,1,1,6.466443012743582,1.027642423312361,0.9,19.61282296052098
2,56,4.856143356314862,5,7,1,1,7.069695138897486,0.5936658194786949,0.9,12.12807167815743
3,42,6.569980335791605,1,11,1,1,6.664618088633137,1.0260556648865193,0.9,20.584990167895803
3,31,3.4455851775199227,6,13,1,1,9.789559464637266,0.4367173685627851,0.8,13.12279258875996
3,56,5.625236251186957,1,10,0,1,3.0315913943818034,1.1357743602069523,0.8,20.412618125593475
3,37,9.886067461494381,7,10,1,0,3.3911422930697923,0.7619171677895759,0.9,14.643033730747188
4,39,6.273708141727247,2,11,1,1,2.3729183286811666,1.5925925551831894,0.8,20.73685407086362
3,20,3.2985539051087867,6,10,0,0,10.057814966653545,0.5248814872278993,0.9,11.349276952554394
2,43,3.4537082189550086,4,11,1,1,5.992114582434015,0.7755847288508202,0.9,6.426854109477503
1,29,3.4203325644383833,6,14,1,1,0.9210830138075838,0.6268954784721806,0.8,13.11016628221919
5,58,3.636179640825608,7,12,1,1,6.274146476148627,0.9721168879182621,0.8,13.218089820412803
2,56,5.717338164809316,1,12,1,0,4.746122840819388,1.3894423468488815,1.0,19.85866908240466
2,23,6.459764141396229,6,10,1,1,4.122158061470878,0.9492755656775533,1.0,11.229882070698114
3,52,3.346840828679126,7,11,0,1,2.920389546391712,0.7060886270801813,0.8,13.073420414339562
1,33,8.328946089980771,4,13,1,1,8.026994840790307,0.36691999273851705,0.9,8.864473044990387
4,52,4.712825859898537,4,8,0,0,1.7614649058463323,0.47545324386408944,0.9,7.056412929949268
2,33,8.631034302033337,5,11,1,0,2.270514194138367,1.26721068784545,1.0,26.315517151016667
4,20,9.35606468389102,0,11,1,0,8.60415427213826,0.912217546823491,0.8,11.078032341945509
4,56,2.3782734193308173,7,12,1,0,11.78755939428441,0.7432810087755097,0.8,12.589136709665407
4,32,8.62766429438203,0,14,1,1,4.080809736566404,1.278066208617764,1.0,21.313832147191015
2,48,3.177908417091469,1,10,0,1,0.0,1.4945575187346194,1.0,18.588954208545733
2,30,4.964528195052133,4,12,1,1,3.6284965722199916,1.2798262925883102,1.0,19.482264097526066
2,57,3.2118180357190096,5,8,0,1,3.0620102233330915,0.9054428065802456,0.8,13.005909017859505
4,58,6.619240100949127,2,9,1,0,8.021146130743137,0.8707351731766323,0.8,9.709620050474562
2,33,3.6891874940390146,0,12,0,1,7.913639991995179,0.4501093739752086,0.8,8.244593747019508
2,35,5.3968333692740735,0,10,0,1,4.892982700807707,1.6702642701547437,0.9,19.99841668463704
3,18,4.561095499591444,2,13,1,1,5.648289030564546,0.6871367398318458,0.8,8.680547749795721
2,53,3.3953238686197076,7,10,0,1,1.446645056247383,2.523122755594367,1.0,23.697661934309853
1,43,3.8059156455842977,2,8,0,1,8.392696715844032,0.4763845205601923,0.9,6.602957822792149
1,31,8.989536893666935,3,11,0,1,1.7033053199976291,1.0900443175053518,0.9,21.79476844683347
5,31,3.966776672044176,4,11,1,1,2.319233017068183,1.2355466914316258,1.0,18.983388336022088
3,39,7.1521656835977225,0,6,0,1,5.242878224251427,2.5337103288916327,1.0,20.57608284179886
4,60,2.6669733589266515,7,9,0,1,4.4783778707044135,0.4927401974214901,0.8,12.733486679463326
1,49,5.228905326895088,0,13,0,1,7.663475963123609,1.7705852670152173,1.0,19.614452663447544
5,31,5.545067883767738,6,9,0,1,6.021485394177203,0.7673625825182129,0.8,14.172533941883867
3,44,5.953666925873078,0,10,0,1,8.369534680994711,0.7769133672768178,0.8,9.376833462936538
3,35,4.408637983464685,1,8,0,1,0.0,0.6415089987217822,0.8,8.604318991732342
2,34,6.045386748413154,2,11,0,1,5.059196212414348,0.45183243594028333,0.9,7.722693374206575
1,18,6.852817488856075,5,13,0,1,5.225980870757586,2.229492219043791,1.0,25.426408744428038
1,33,3.696515392872767,2,7,1,0,4.784387447444997,1.9691841973347244,0.9,19.148257696436385
3,56,7.116932366271739,1,12,0,1,0.0,1.1375461706059056,0.9,20.85846618313587
5,35,3.747287338651198,1,15,0,1,3.857158708944812,0.5808794811325639,0.9,6.573643669325598
