data_id,treat,age,education,black,hispanic,married,nodegree,re74,re75,re78
"PSID",0,37,17,0,0,1,0,0,0,66497.7
"PSID",0,27,17,0,0,1,0,0,0,0
"PSID",0,47,14,0,0,1,0,0,0,0
"PSID",0,48,12,0,0,1,0,0,0,0
"PSID",0,42,12,0,0,1,0,0,0,0
"PSID",0,43,12,0,0,1,0,0,0,0
"PSID",0,46,12,0,0,1,0,0,0,0
"PSID",0,46,12,0,0,1,0,0,0,0
"PSID",0,46,12,0,0,1,0,0,0,0
"PSID",0,29,16,0,0,1,0,0,0,8396.442
"PSID",0,39,13,0,0,1,0,0,0,0
"PSID",0,32,12,0,0,1,0,0,0,0
"PSID",0,48,16,0,0,1,0,0,0,0
"PSID",0,48,16,0,0,1,0,0,0,0
"PSID",0,41,13,0,0,1,0,0,0,0
"PSID",0,42,13,0,0,1,0,0,0,0
"PSID",0,42,13,0,0,1,0,0,0,0
"PSID",0,42,13,0,0,1,0,0,0,0
"PSID",0,54,13,0,0,1,0,0,0,0
"PSID",0,29,14,0,0,1,0,0,0,0
"PSID",0,54,12,0,0,1,0,0,0,0
"PSID",0,54,12,0,0,1,0,0,0,0
"PSID",0,26,14,0,0,1,0,0,0,0
"PSID",0,43,17,0,0,1,0,0,0,36943.16
"PSID",0,54,12,0,0,1,0,0,0,0
"PSID",0,37,12,0,0,1,0,0,0,0
"PSID",0,54,16,0,0,1,0,0,0,0
"PSID",0,48,17,0,0,1,0,0,0,0
"PSID",0,44,12,0,0,1,0,0,0,0
"PSID",0,54,12,0,0,1,0,0,0,0
"PSID",0,38,12,0,0,1,0,0,0,0
"PSID",0,37,13,0,0,1,0,0,0,0
"PSID",0,27,17,0,0,1,0,0,0,0
"PSID",0,51,12,0,0,1,0,0,0,0
"PSID",0,39,12,0,0,1,0,0,0,0
"PSID",0,55,14,0,0,1,0,0,0,0
"PSID",0,54,13,0,0,1,0,0,0,0
"PSID",0,54,13,0,0,1,0,0,0,0
"PSID",0,34,12,0,0,1,0,0,0,0
"PSID",0,50,14,0,0,1,0,0,0,0
"PSID",0,50,12,0,0,1,0,0,0,0
"PSID",0,21,14,0,1,0,0,0,71.6129,3657.373
"PSID",0,26,12,0,0,1,0,0,71.6129,0
"PSID",0,21,13,0,0,0,0,0,692.8549,2659.908
"PSID",0,23,16,0,0,1,0,0,1521.774,0
"PSID",0,21,15,0,0,0,0,0,3222.581,14777.27
"PSID",0,23,14,0,0,0,0,0,3401.613,5319.816
"PSID",0,27,16,0,0,1,0,0,4833.871,0
"PSID",0,25,12,0,0,1,0,0,5729.032,26599.08
"PSID",0,27,17,0,0,0,0,0,6087.097,7388.633
"PSID",0,55,12,0,0,1,0,0,6266.129,10344.09
"PSID",0,20,12,0,0,1,0,0,7161.291,0
"PSID",0,18,12,0,0,1,0,0,8056.452,19210.45
"PSID",0,27,12,0,0,1,0,0,8235.484,20688.17
"PSID",0,28,16,0,0,1,0,0,8951.613,36943.16
"PSID",0,36,12,1,0,1,0,0,8951.613,11821.81
"PSID",0,33,13,1,0,1,0,0,10741.93,20688.17
"PSID",0,36,12,0,0,1,0,0,10741.93,0
"PSID",0,27,13,0,0,1,0,0,16112.9,29554.53
"PSID",0,45,17,0,0,1,0,0,16112.9,17732.72
"PSID",0,45,17,0,0,1,0,0,16112.9,17732.72
"PSID",0,45,17,0,0,1,0,0,16112.9,17732.72
"PSID",0,31,12,0,0,1,0,0,17903.23,0
"PSID",0,34,12,0,0,1,0,0,17903.23,63542.24
"PSID",0,34,12,0,0,1,0,0,17903.23,63542.24
"PSID",0,47,14,0,0,1,0,0,17903.23,22165.9
"PSID",0,35,16,0,0,1,0,0,19693.55,17732.72
"PSID",0,43,17,0,0,1,0,0,21161.61,29554.53
"PSID",0,25,12,1,0,1,0,0,21483.87,1220.602
"PSID",0,29,15,0,0,0,0,0,21483.87,22313.67
"PSID",0,31,12,0,0,1,0,0,21483.87,20688.17
"PSID",0,52,12,0,0,1,0,0,21483.87,22165.9
"PSID",0,22,16,0,0,0,0,0,22558.06,32509.98
"PSID",0,53,15,0,0,1,0,0,24169.36,28076.8
"PSID",0,29,17,0,0,1,0,0,25959.68,36898.83
"PSID",0,31,13,0,0,1,0,0,25959.68,39898.62
"PSID",0,35,12,0,0,1,0,0,26138.71,29554.53
"PSID",0,29,16,0,0,1,0,0,26854.84,23643.63
"PSID",0,39,12,0,0,1,0,0,28645.16,31032.26
"PSID",0,37,14,0,0,1,0,0,32225.81,0
"PSID",0,30,14,0,0,1,0,0,32225.81,22165.9
"PSID",0,43,17,0,0,1,0,0,42251.61,41376.34
"PSID",0,32,17,0,0,1,0,0,46548.39,39898.62
"PSID",0,44,12,0,0,1,0,0,71612.91,81274.96
"PSID",0,32,16,0,0,1,0,577.9837,6910.645,18609.01
"PSID",0,43,12,1,0,1,0,715.1324,1879.839,5910.906
"PSID",0,24,12,1,0,0,0,783.7067,0,10344.09
"PSID",0,22,13,0,0,0,0,783.7067,0,2305.253
"PSID",0,35,15,0,0,1,0,979.6334,537.0967,0
"PSID",0,26,15,0,0,0,0,979.6334,1879.839,3250.999
"PSID",0,29,17,0,0,1,0,979.6334,8951.613,0
"PSID",0,23,12,1,0,0,0,1077.597,3222.581,5910.906
"PSID",0,19,12,0,0,1,0,1154.008,8593.549,26599.08
"PSID",0,48,16,0,0,1,0,1240.216,1466.274,1152.627
"PSID",0,48,16,0,0,1,0,1240.216,1466.274,1152.627
"PSID",0,22,12,1,0,1,0,1269.605,0,0
"PSID",0,20,12,1,0,0,0,1367.568,12532.26,2955.453
"PSID",0,24,17,0,0,1,0,1371.487,0,24825.81
"PSID",0,27,16,0,0,1,0,1469.45,1253.226,4363.727
"PSID",0,21,14,0,0,0,0,1506.676,2685.484,11082.95
"PSID",0,53,13,0,0,1,0,1567.413,3938.71,4728.725
"PSID",0,53,13,0,0,1,0,1567.413,3938.71,4728.725
"PSID",0,53,16,0,0,1,0,1665.377,0,2955.453
"PSID",0,22,15,0,0,1,0,1763.34,5370.968,22165.9
"PSID",0,21,15,0,0,0,0,1763.34,9667.742,4137.634
"PSID",0,30,12,0,0,1,0,1959.267,1790.323,1477.727
"PSID",0,21,12,1,0,0,0,1959.267,5460.484,1152.627
"PSID",0,27,16,0,0,1,0,1959.267,17545.16,21427.04
"PSID",0,22,15,0,0,0,0,1967.104,2864.516,5024.271
"PSID",0,22,12,1,0,1,0,2006.289,2470.645,0
"PSID",0,23,13,0,0,1,0,2155.194,5370.968,11378.5
"PSID",0,33,12,0,0,1,0,2351.12,0,2770.737
"PSID",0,24,13,0,0,0,0,2351.12,3127.694,14777.27
"PSID",0,20,12,1,0,0,0,2351.12,4475.807,17732.72
"PSID",0,22,16,0,0,0,0,2351.12,23274.19,25860.21
"PSID",0,19,12,0,0,1,0,2547.047,10741.93,0
"PSID",0,22,15,0,0,1,0,2547.047,17187.1,25860.21
"PSID",0,43,14,0,0,1,0,2645.01,0,6992.602
"PSID",0,39,12,0,0,1,0,2742.973,7161.291,11821.81
"PSID",0,28,12,1,0,0,0,2938.9,2864.516,0
"PSID",0,19,14,0,0,0,0,2938.9,3222.581,0
"PSID",0,26,17,0,0,1,0,2938.9,12532.26,23643.63
"PSID",0,18,12,0,0,1,0,3134.827,11100,20688.17
"PSID",0,23,15,0,0,1,0,3320.957,2506.452,9974.654
"PSID",0,24,12,1,0,0,0,3330.754,4654.839,11821.81
"PSID",0,27,12,0,0,1,0,3526.68,0,5910.906
"PSID",0,29,17,0,0,1,0,3526.68,15217.74,24382.49
"PSID",0,22,12,1,0,0,0,3579.58,17133.39,11821.81
"PSID",0,27,12,0,0,1,0,3722.607,254.2258,1090.562
"PSID",0,27,15,0,0,1,0,3722.607,4654.839,19210.45
"PSID",0,20,12,1,0,0,0,3730.444,8951.613,13299.54
"PSID",0,27,12,1,0,1,0,3918.534,1994.419,17732.72
"PSID",0,23,12,1,0,1,0,3918.534,2864.516,8866.359
"PSID",0,23,12,1,0,1,0,3918.534,11637.1,9752.995
"PSID",0,22,12,0,0,1,0,3918.534,15396.77,39898.62
"PSID",0,31,12,1,0,1,0,3918.534,18440.32,24973.58
"PSID",0,26,17,0,0,0,0,4173.238,11637.1,9457.45
"PSID",0,20,12,0,0,1,0,4310.387,0,4433.18
"PSID",0,30,17,0,0,1,0,4310.387,4296.774,22476.22
"PSID",0,42,16,0,0,0,0,4398.554,17903.23,16254.99
"PSID",0,21,14,0,0,1,0,4506.313,9309.678,23052.54
"PSID",0,25,16,0,0,1,0,4604.277,2954.032,0
"PSID",0,27,15,0,0,1,0,4702.24,0,0
"PSID",0,26,17,0,0,1,0,4702.24,19693.55,26599.08
"PSID",0,29,16,0,0,1,0,4800.204,17187.1,23643.63
"PSID",0,20,12,0,0,0,0,4811.959,716.129,0
"PSID",0,52,12,0,0,1,0,4898.167,0,0
"PSID",0,23,17,0,0,0,0,4898.167,2148.387,33987.71
"PSID",0,21,14,0,0,1,0,4898.167,7161.291,17141.63
"PSID",0,24,16,0,0,0,0,4898.167,8951.613,17732.72
"PSID",0,30,17,0,0,1,0,4898.167,12084.68,5172.043
"PSID",0,25,17,0,0,0,0,4996.13,17414.47,5030.181
"PSID",0,21,12,0,0,1,0,5094.094,6803.226,7388.633
"PSID",0,28,12,0,0,1,0,5094.094,10741.93,9014.132
"PSID",0,20,12,0,0,1,0,5182.261,6266.129,15244.23
"PSID",0,36,16,0,0,0,0,5290.021,4833.871,5319.816
"PSID",0,19,12,1,0,0,0,5387.984,8056.452,12117.36
"PSID",0,21,12,1,0,1,0,5868.004,3043.548,10048.54
"PSID",0,47,12,0,0,1,0,5868.004,9513.774,5319.816
"PSID",0,24,16,0,0,1,0,5877.8,4833.871,33987.71
"PSID",0,24,12,1,0,1,0,5877.8,8951.613,17732.72
"PSID",0,25,17,0,0,1,0,5877.8,10562.9,30101.29
"PSID",0,21,16,0,0,1,0,5877.8,10562.9,16993.86
"PSID",0,31,12,1,0,1,0,5877.8,11064.19,15959.45
"PSID",0,26,14,0,0,1,0,5877.8,13427.42,31032.26
"PSID",0,22,12,1,0,0,0,5891.515,10367.76,5763.134
"PSID",0,20,13,1,0,0,0,5897.393,12532.26,14777.27
"PSID",0,20,13,0,1,1,0,6073.727,10025.81,27337.94
"PSID",0,27,14,0,0,1,0,6269.654,0,26007.99
"PSID",0,26,12,0,0,0,0,6269.654,11637.1,10344.09
"PSID",0,23,17,0,0,1,0,6367.617,5370.968,0
"PSID",0,23,12,1,0,0,0,6494.969,12532.26,14186.17
"PSID",0,22,12,1,0,0,0,6583.137,4475.807,0
"PSID",0,21,12,1,0,0,0,6661.507,11458.07,11208.56
"PSID",0,21,12,0,0,1,0,6661.507,12532.26,25121.35
"PSID",0,28,14,0,0,1,0,6739.878,7877.419,13742.86
"PSID",0,27,12,1,0,1,0,6855.475,0,8275.269
"PSID",0,25,14,0,0,0,0,6857.434,1790.323,0
"PSID",0,30,12,0,0,1,0,6857.434,3222.581,3250.999
"PSID",0,27,13,1,0,1,0,6857.434,4096.258,24514.01
"PSID",0,22,13,0,0,0,0,6857.434,6266.129,17363.29
"PSID",0,23,16,0,0,1,0,6857.434,14143.55,22165.9
"PSID",0,24,12,1,0,1,0,6857.434,14322.58,26599.08
"PSID",0,19,13,0,0,0,0,6857.434,15217.74,17732.72
"PSID",0,21,14,0,0,1,0,6974.99,11407.93,17141.63
"PSID",0,29,17,0,0,1,0,7053.36,7161.291,8866.359
"PSID",0,27,16,0,0,1,0,7053.36,11637.1,25121.35
"PSID",0,28,15,0,0,1,0,7249.287,15217.74,9161.905
"PSID",0,26,12,0,0,1,0,7406.028,0,2955.453
"PSID",0,54,12,0,0,1,0,7445.214,0,0
"PSID",0,28,15,1,0,0,0,7445.214,0,12708.45
"PSID",0,27,15,0,0,1,0,7445.214,10741.93,18471.58
"PSID",0,26,13,0,0,0,0,7449.132,5729.032,9605.223
"PSID",0,21,12,0,0,1,0,7523.584,7934.709,0
"PSID",0,53,14,1,0,1,0,7641.141,8421.678,8127.496
"PSID",0,21,13,0,0,1,0,7688.163,12743.52,11082.95
"PSID",0,22,13,0,0,0,0,7739.104,3759.677,16254.99
"PSID",0,27,16,0,0,0,0,7837.067,0,0
"PSID",0,37,15,0,1,1,0,7837.067,179.0323,11821.81
"PSID",0,33,13,0,0,0,0,7837.067,3580.645,16254.99
"PSID",0,19,12,1,0,0,0,7837.067,3759.677,3694.316
"PSID",0,28,12,0,0,1,0,7837.067,4475.807,15663.9
"PSID",0,32,12,1,0,1,0,7837.067,5370.968,8866.359
"PSID",0,24,12,0,0,0,0,7837.067,5370.968,5910.906
"PSID",0,22,12,0,0,0,0,7837.067,7497.871,17732.72
"PSID",0,20,12,1,0,1,0,7837.067,8951.613,20688.17
"PSID",0,23,12,0,0,1,0,7837.067,8951.613,12058.25
"PSID",0,27,12,1,0,1,0,7837.067,8951.613,2210.679
"PSID",0,23,12,1,0,1,0,7837.067,12532.26,21870.35
"PSID",0,19,12,0,1,1,0,7837.067,12532.26,13299.54
"PSID",0,27,14,0,0,0,0,7837.067,14322.58,16254.99
"PSID",0,22,16,0,0,1,0,7837.067,16112.9,16254.99
"PSID",0,42,12,0,0,1,0,7837.067,16112.9,15516.13
"PSID",0,20,13,0,0,0,0,7837.067,17491.45,2216.59
"PSID",0,29,13,0,0,0,0,7958.542,0,0
"PSID",0,23,12,1,0,1,0,7993.809,13427.42,4433.18
"PSID",0,19,12,0,0,1,0,8054.546,9309.678,11963.67
"PSID",0,21,12,1,0,1,0,8150.55,13092.63,10583.48
"PSID",0,26,12,0,0,1,0,8228.921,13606.45,11969.58
"PSID",0,21,16,0,0,0,0,8228.921,22379.03,27337.94
"PSID",0,24,12,1,0,1,0,8275.943,15416.47,8335.855
"PSID",0,29,12,0,0,1,0,8389.58,5908.064,14481.72
"PSID",0,26,12,1,0,1,0,8616.855,8593.549,10344.09
"PSID",0,23,14,1,0,1,0,8675.634,10398.19,13003.99
"PSID",0,25,12,0,0,0,0,8683.471,9130.646,15811.67
"PSID",0,21,12,0,0,1,0,8816.7,5729.032,18096.24
"PSID",0,25,12,1,0,0,0,8816.7,6266.129,10344.09
"PSID",0,22,12,0,0,1,0,8816.7,9939.871,15486.58
"PSID",0,22,12,0,0,1,0,8816.7,10741.93,19653.76
"PSID",0,23,12,1,0,1,0,8816.7,12174.19,18471.58
"PSID",0,18,12,0,0,0,0,8816.7,14322.58,22165.9
"PSID",0,27,12,1,0,0,0,8816.7,14322.58,19210.45
"PSID",0,21,12,1,0,0,0,8816.7,14859.68,5578.418
"PSID",0,25,12,0,0,1,0,8816.7,16112.9,26599.08
"PSID",0,21,13,0,0,1,0,8816.7,17903.23,28224.58
"PSID",0,27,12,0,0,1,0,8816.7,44758.07,0
"PSID",0,23,12,0,0,1,0,8840.212,7161.291,10416.5
"PSID",0,21,12,0,0,1,0,8867.642,14995.74,17732.72
"PSID",0,23,14,1,0,1,0,8934.257,12532.26,8866.359
"PSID",0,23,16,1,0,0,0,9012.627,16490.66,19210.45
"PSID",0,31,17,0,0,1,0,9012.627,29465.13,39817.34
"PSID",0,27,12,1,0,1,0,9067.486,5370.968,6649.77
"PSID",0,21,12,1,0,1,0,9169.368,7161.291,7388.633
"PSID",0,23,12,1,0,1,0,9169.368,8271.29,10403.2
"PSID",0,19,12,0,0,1,0,9208.554,5550,11526.27
"PSID",0,46,12,0,0,1,0,9284.966,8504.032,10376.6
"PSID",0,24,12,0,0,1,0,9371.173,2864.516,2216.59
"PSID",0,20,13,0,1,0,0,9404.48,0,8275.269
"PSID",0,24,17,0,0,1,0,9404.48,5370.968,22904.76
"PSID",0,23,12,0,0,1,0,9404.48,9130.646,11821.81
"PSID",0,34,12,0,0,1,0,9404.48,9166.451,23475.16
"PSID",0,35,12,0,0,1,0,9404.48,9313.258,11821.81
"PSID",0,23,12,0,0,0,0,9404.48,11834.03,16846.08
"PSID",0,21,14,1,0,0,0,9420.155,5370.968,9900.768
"PSID",0,21,12,0,1,1,0,9496.566,8772.581,10512.55
"PSID",0,26,12,0,0,1,0,9561.222,0,13299.54
"PSID",0,23,13,0,0,1,0,9698.371,8593.549,23643.63
"PSID",0,27,12,0,1,1,0,9698.371,11279.03,14038.4
"PSID",0,50,12,0,1,1,0,9788.497,9846.774,13299.54
"PSID",0,27,12,1,0,1,0,9796.334,0,11821.81
"PSID",0,25,12,0,0,1,0,9796.334,2685.484,25121.35
"PSID",0,21,12,1,0,1,0,9796.334,4296.774,14777.27
"PSID",0,21,13,0,0,1,0,9796.334,8593.549,28787.59
"PSID",0,33,12,1,0,0,0,9796.334,8951.613,0
"PSID",0,19,12,0,0,1,0,9796.334,9846.774,20688.17
"PSID",0,20,12,0,0,1,0,9796.334,10204.84,29258.99
"PSID",0,22,12,1,0,1,0,9796.334,10741.93,11162.75
"PSID",0,32,12,0,0,1,0,9796.334,11458.07,11821.81
"PSID",0,24,13,0,0,1,0,9796.334,11458.07,11526.27
"PSID",0,29,12,1,0,1,0,9796.334,12532.26,19210.45
"PSID",0,23,12,1,0,1,0,9796.334,12532.26,11821.81
"PSID",0,26,14,0,0,1,0,9796.334,13427.42,20688.17
"PSID",0,20,12,0,0,1,0,9796.334,13427.42,10713.52
"PSID",0,27,12,1,0,1,0,9796.334,14322.58,11821.81
"PSID",0,24,12,1,0,1,0,9796.334,14322.58,33987.71
"PSID",0,24,17,0,0,0,0,9796.334,16112.9,36943.16
"PSID",0,21,13,0,0,0,0,9796.334,16112.9,20688.17
"PSID",0,25,12,1,0,1,0,9796.334,21483.87,6649.77
"PSID",0,30,12,1,0,1,0,9796.334,25064.52,29554.53
"PSID",0,26,12,1,0,0,0,9913.89,10741.93,15619.57
"PSID",0,22,12,0,0,0,0,9951.116,14322.58,14777.27
"PSID",0,47,12,0,0,1,0,9968.749,10523.52,11283.92
"PSID",0,22,12,0,0,0,0,9992.261,15754.84,19949.31
"PSID",0,31,12,1,0,1,0,10188.19,8951.613,9605.223
"PSID",0,35,12,0,0,1,0,10188.19,9309.678,11821.81
"PSID",0,49,12,0,0,1,0,10231.29,11082.1,6537.462
"PSID",0,25,13,1,0,0,0,10246.96,15396.77,12486.79
"PSID",0,23,12,0,0,1,0,10290.07,10562.9,9221.014
"PSID",0,25,17,0,0,1,0,10384.11,22004.86,49429.95
"PSID",0,23,16,0,0,1,0,10384.11,26854.84,11821.81
"PSID",0,34,17,0,0,0,0,10580.04,7161.291,5910.906
"PSID",0,21,12,0,0,1,0,10580.04,8056.452,12117.36
"PSID",0,27,12,1,0,0,0,10623.14,3222.581,8866.359
"PSID",0,23,12,0,0,1,0,10775.97,5370.968,11821.81
"PSID",0,23,12,0,0,1,0,10775.97,7161.291,16993.86
"PSID",0,32,17,0,0,0,0,10775.97,7161.291,0
"PSID",0,27,12,1,0,1,0,10775.97,8951.613,7536.405
"PSID",0,24,12,1,0,0,0,10775.97,9309.678,8275.269
"PSID",0,34,12,0,0,1,0,10775.97,11637.1,14186.17
"PSID",0,29,12,0,0,1,0,10775.97,12532.26,25860.21
"PSID",0,28,14,0,0,1,0,10775.97,13427.42,0
"PSID",0,18,12,0,0,0,0,10775.97,14322.58,21427.04
"PSID",0,20,12,1,0,0,0,10775.97,16372.5,29554.53
"PSID",0,25,13,0,0,1,0,10775.97,16739.52,18966.62
"PSID",0,23,12,1,0,1,0,10775.97,20481.29,29391.98
"PSID",0,26,17,0,0,1,0,10775.97,29182.26,35465.44
"PSID",0,24,12,0,0,0,0,10873.93,15754.84,20132.55
"PSID",0,23,12,0,0,1,0,10971.89,10204.84,31032.26
"PSID",0,23,16,0,0,0,0,10971.89,18798.39,20924.61
"PSID",0,26,12,1,0,1,0,11167.82,1074.193,8866.359
"PSID",0,46,12,0,0,1,0,11167.82,7161.291,17732.72
"PSID",0,23,12,1,0,1,0,11167.82,7812.968,14777.27
"PSID",0,41,12,0,0,1,0,11167.82,10741.93,12412.9
"PSID",0,19,12,0,0,1,0,11201.13,14143.55,24338.16
"PSID",0,29,12,0,0,1,0,11259.91,9041.129,26599.08
"PSID",0,24,12,1,0,0,0,11285.38,13069.36,10344.09
"PSID",0,23,12,1,0,0,0,11328.48,2685.484,29216.13
"PSID",0,22,12,0,0,1,0,11363.75,4654.839,13299.54
"PSID",0,21,12,0,0,0,0,11363.75,9667.742,13299.54
"PSID",0,27,12,0,0,1,0,11363.75,12532.26,4137.634
"PSID",0,37,12,0,0,1,0,11430.36,11372.13,8866.359
"PSID",0,44,12,0,0,1,0,11559.67,7340.323,27781.26
"PSID",0,38,16,0,0,1,0,11559.67,7877.419,17732.72
"PSID",0,34,12,0,0,1,0,11755.6,0,11821.81
"PSID",0,49,12,0,0,0,0,11755.6,0,0
"PSID",0,23,12,0,0,1,0,11755.6,0,17732.72
"PSID",0,28,14,1,0,1,0,11755.6,0,25874.99
"PSID",0,43,12,0,0,1,0,11755.6,0,295.5453
"PSID",0,28,16,0,0,0,0,11755.6,6445.161,0
"PSID",0,29,12,1,0,1,0,11755.6,9846.774,20688.17
"PSID",0,53,12,0,0,1,0,11755.6,9893.322,5172.043
"PSID",0,21,12,0,0,1,0,11755.6,10204.84,12560.68
"PSID",0,24,13,1,0,1,0,11755.6,10741.93,31097.28
"PSID",0,21,12,0,0,1,0,11755.6,10741.93,6649.77
"PSID",0,24,12,0,0,1,0,11755.6,11074.93,13742.86
"PSID",0,21,12,0,0,0,0,11755.6,11637.1,10048.54
"PSID",0,23,14,0,0,1,0,11755.6,11637.1,25121.35
"PSID",0,28,12,0,0,1,0,11755.6,12532.26,0
"PSID",0,28,12,0,0,1,0,11755.6,12532.26,0
"PSID",0,25,17,0,0,1,0,11755.6,12621.77,28963.44
"PSID",0,23,13,0,0,1,0,11755.6,13427.42,16254.99
"PSID",0,30,12,0,0,1,0,11755.6,13635.1,26599.08
"PSID",0,23,12,0,0,1,0,11755.6,13785.48,14186.17
"PSID",0,26,12,0,0,1,0,11755.6,14322.58,20688.17
"PSID",0,21,12,1,0,1,0,11755.6,14322.58,16254.99
"PSID",0,26,12,0,0,1,0,11755.6,14322.58,17732.72
"PSID",0,25,12,1,0,1,0,11755.6,14322.58,21427.04
"PSID",0,22,12,0,0,1,0,11755.6,14465.81,18102.15
"PSID",0,28,16,0,0,1,0,11755.6,15217.74,20688.17
"PSID",0,22,13,1,0,1,0,11755.6,15217.74,0
"PSID",0,24,16,0,0,1,0,11755.6,16112.9,31032.26
"PSID",0,27,15,1,0,0,0,11755.6,16744.89,18442.03
"PSID",0,19,12,0,0,0,0,11755.6,19335.48,16254.99
"PSID",0,38,14,0,0,1,0,11755.6,19693.55,0
"PSID",0,38,14,0,0,0,0,11755.6,21483.87,7388.633
"PSID",0,45,12,0,0,1,0,11771.28,11270.08,16822.44
"PSID",0,26,12,1,0,1,0,11775.19,14150.71,16342.18
"PSID",0,31,16,0,0,1,0,11784.99,9846.774,5390.747
"PSID",0,25,13,1,0,1,0,11931.93,13824.87,12656.73
"PSID",0,25,14,0,0,1,0,11973.08,14322.58,14777.27
"PSID",0,22,12,0,0,1,0,12051.45,16025.18,13151.77
"PSID",0,36,12,0,0,1,0,12147.45,13964.52,13299.54
"PSID",0,27,12,0,0,1,0,12147.45,14322.58,20142.89
"PSID",0,33,12,0,0,1,0,12147.45,16112.9,24382.49
"PSID",0,27,12,0,0,1,0,12147.45,23274.19,26599.08
"PSID",0,30,12,1,0,1,0,12225.83,10741.93,18962.19
"PSID",0,46,12,0,0,1,0,12343.38,11637.1,11230.72
"PSID",0,23,14,0,0,1,0,12343.38,12532.26,14186.17
"PSID",0,25,16,0,0,1,0,12343.38,13606.45,21427.04
"PSID",0,27,14,0,0,1,0,12419.79,16829.03,25178.98
"PSID",0,49,16,0,0,1,0,12504.04,12353.23,12560.68
"PSID",0,22,12,0,0,1,0,12539.31,12532.26,14369.41
"PSID",0,28,16,0,0,1,0,12572.62,21483.87,23495.85
"PSID",0,24,12,1,0,1,0,12658.82,19693.55,19210.45
"PSID",0,37,17,1,0,1,0,12735.23,1306.936,4236.642
"PSID",0,22,13,0,0,0,0,12735.23,12532.26,17732.72
"PSID",0,23,17,0,0,0,0,12735.23,14322.58,28076.8
"PSID",0,23,12,1,0,0,0,12735.23,14322.58,20688.17
"PSID",0,26,12,0,0,1,0,12735.23,14322.58,14925.04
"PSID",0,22,12,0,0,0,0,12735.23,16112.9,21131.49
"PSID",0,31,14,0,0,1,0,12735.23,17724.19,29850.08
"PSID",0,31,14,0,0,1,0,12735.23,17724.19,29850.08
"PSID",0,54,12,0,0,1,0,12735.23,17894.27,19343.44
"PSID",0,25,16,1,0,1,0,12735.23,18261.29,10521.41
"PSID",0,28,12,1,0,1,0,12735.23,19693.55,17732.72
"PSID",0,19,13,0,0,1,0,12735.23,19693.55,28815.67
"PSID",0,26,17,0,0,1,0,12735.23,25064.52,26599.08
"PSID",0,28,12,0,0,1,0,12813.61,7161.291,16254.99
